,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code,acquired_day,price_amount_USD,time_acq_last_funding,time_founding_acq
32,/organization/acopia-networks,Acopia Networks,|Software|,Software,USA,MA,Boston,Lowell,/organization/f5-networks,F5 Networks,|Communications Hardware|Technology|Virtualization|Consumer Electronics|Optimization|Services|Meeting Software|Security|,Communications Hardware,USA,WA,Seattle,Seattle,2007-08-06,8,3,2007,210000000.0,USD,6,209999999.99999997,413.0,2043.0
33,/organization/acoustic-technologies,Acoustic Technologies,|Software|,Software,USA,TX,Austin,Austin,/organization/cirrus-logic,Cirrus Logic,|Semiconductors|,Semiconductors,USA,TX,Austin,Austin,2013-10-01,10,4,2013,,USD,1,,172.0,5752.0
34,/organization/acquaintable,Acquaintable,|Curated Web|,Curated Web,USA,NY,New York City,New York,/organization/likebright-2,LikeBright,|Chat|Social Media|Mobile|,Mobile,USA,WA,Seattle,Seattle,2013-10-01,10,4,2013,,USD,1,,267.0,639.0
35,/organization/actionengine,Action Engine,|Mobile|,Mobile,USA,WA,Seattle,Bellevue,/organization/mobui,Mobui,|Brand Marketing|Mobile|,Mobile,USA,WA,Seattle,Redmond,2008-10-13,10,4,2008,,USD,13,,470.0,3177.0
36,/organization/activaero,Activaero,|Biotechnology|,Biotechnology,DEU,,DEU - Other,Gemünden,/organization/vectura,Vectura,|Curated Web|,Curated Web,GBR,,London,Chippenham,2014-03-13,3,1,2014,130000000.0,EUR,13,178418500.0,1121.0,3724.0
37,/organization/activenetwork,ACTIVE Network,|Software|,Software,USA,TX,Dallas,Dallas,/organization/vista-equity-partners,Vista Equity Partners,,,USA,TX,Austin,Austin,2013-11-15,11,4,2013,,USD,15,,1435.0,5220.0
38,/organization/ad-infuse,Ad Infuse,|Mobile|Advertising|,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/velti,Velti,|App Marketing|Mobile|,App Marketing,USA,CA,SF Bay Area,San Francisco,2009-05-12,5,2,2009,,USD,12,,475.0,1288.0
39,/organization/adap-tv,Adap.tv,|Auctions|Television|Video|Advertising|,Television,USA,CA,SF Bay Area,San Mateo,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Content Creators,USA,NY,New York City,New York,2013-08-07,8,3,2013,405000000.0,USD,7,405000000.00000006,863.0,2471.0
40,/organization/adapt-technologies,Adapt Technologies,|Advertising|,Advertising,USA,CA,Los Angeles,Pasadena,/organization/webvisible,WebVisible,|Local Advertising|Internet Marketing|Advertising|Sales and Marketing|Software|,Local Advertising,USA,CA,CA - Other,Playa Vista,2008-11-20,11,4,2008,,USD,20,,1257.0,2880.0
41,/organization/adaptivity,Adaptivity,|Enterprise Software|,Enterprise Software,USA,NC,Charlotte,Charlotte,/organization/emc,EMC,|Big Data|Infrastructure|Enterprise Software|,Big Data,USA,MA,Boston,Hopkinton,2013-05-15,5,2,2013,,USD,15,,131.0,2326.0
42,/organization/adar-it,Adar IT,|Software|,Software,USA,IL,Chicago,Lincolnwood,/organization/winshuttle,Winshuttle,|Software|,Software,USA,WA,Seattle,Bothell,2008-10-16,10,4,2008,,USD,16,,-1937.0,3941.0
43,/organization/adbrite,adBrite,|Auctions|Publishing|Advertising|,Publishing,USA,CA,SF Bay Area,San Francisco,/organization/site-scout,Site Scout,|Auctions|Advertising|,Auctions,CAN,ON,Toronto,Toronto,2013-06-20,6,2,2013,,USD,20,,415.0,3823.0
44,/organization/adcentricity,ADCentricity,|Displays|Location Based Services|Sales and Marketing|News|Mobile Software Tools|Mobile|Advertising|,Location Based Services,CAN,ON,Toronto,Toronto,/organization/bee-media,Bee Media,|Mobile|,Mobile,,,,,2012-04-23,4,2,2012,,USD,23,,1412.0,1880.0
45,/organization/adchemy,Adchemy,|Advertising|,Advertising,USA,CA,SF Bay Area,Foster City,/organization/walmart-labs,WalmartLabs,|Specialty Retail|Retail Technology|Retail|,Retail Technology,USA,CA,SF Bay Area,San Bruno,2014-05-06,5,2,2014,,USD,6,,958.0,3778.0
46,/organization/adconion-media-group,Adconion Media Group,|Entertainment|Ad Targeting|Advertising|,Entertainment,USA,CA,Los Angeles,Santa Monica,/organization/amobee,Amobee,|Advertising|,Advertising,USA,CA,SF Bay Area,Redwood City,2014-06-10,6,2,2014,235000000.0,USD,10,235000000.0,1128.0,3447.0
47,/organization/adea,Adea,|Consulting|,Consulting,USA,TX,Dallas,Irving,/organization/valtech,Valtech,|Information Services|Information Technology|Consulting|Software|,Information Technology,FRA,,Paris,Paris,2010-12-22,12,4,2010,39000000.0,USD,22,39000000.0,1451.0,5469.0
48,/organization/adecn,AdECN,|Software|Sales and Marketing|Advertising|,Sales and Marketing,USA,CA,Santa Barbara,Carpinteria,/organization/microsoft,Microsoft,|Video Games|Software|,Video Games,USA,WA,Seattle,Redmond,2007-07-26,7,3,2007,,USD,26,,540.0,1667.0
49,/organization/adept-cloud,Adept Cloud,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,San Mateo,/organization/hightail,Hightail,|File Sharing|Mobile|Collaboration|Storage|,File Sharing,USA,CA,SF Bay Area,Campbell,2013-09-17,9,3,2013,,USD,17,,320.0,839.0
50,/organization/adgrok,AdGrok,|Advertising|,Advertising,USA,CA,SF Bay Area,San Francisco,/organization/twitter,Twitter,|Software|SMS|MicroBlogging|Messaging|Social Media|,Software,USA,CA,SF Bay Area,San Francisco,2011-05-31,5,2,2011,10000000.0,USD,31,10000000.0,85.0,395.0
51,/organization/adiana,Adiana,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Redwood City,/organization/cytyc,Cytyc,|Biotechnology|,Biotechnology,USA,MA,Boston,Marlborough,2007-02-26,2,1,2007,215000000.0,USD,26,215000000.0,550.0,3708.0
52,/organization/adify,Adify,|Advertising|,Advertising,USA,CA,SF Bay Area,San Bruno,/organization/cox-enterprises,Cox Enterprises,|Software|Digital Media|Broadcasting|,Digital Media,USA,GA,Atlanta,Atlanta,2008-04-28,4,2,2008,300000000.0,USD,28,300000000.0,376.0,629.0
53,/organization/adility,Adility,|Coupons|Local Based Services|Network Security|Local Advertising|Advertising|,Local Based Services,USA,CA,SF Bay Area,San Francisco,/organization/incomm,InComm,|Games|Gift Card|E-Commerce|,Games,USA,GA,Atlanta,Atlanta,2012-12-01,12,4,2012,,USD,1,,452.0,1399.0
54,/organization/adjug,Adjug,|Publishing|Internet|Marketplaces|Advertising|,Internet,GBR,,London,London,/organization/searchignite,IgnitionOne,|Marketing Automation|Digital Media|Search Marketing|Advertising|,Marketing Automation,USA,NY,New York City,New York,2011-01-01,1,1,2011,,USD,1,,1036.0,1461.0
55,/organization/adku,Adku,|Software|,Software,USA,CA,SF Bay Area,San Francisco,/organization/groupon,Groupon,|Advertising|Retail|Discounts|Craigslist Killers|Curated Web|,Advertising,USA,IL,Chicago,Chicago,2012-02-03,2,1,2012,,USD,3,,56.0,551.0
56,/organization/admeld,Admeld,|Auctions|Software|Advertising|,Auctions,USA,NY,New York City,New York,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2011-06-01,6,2,2011,400000000.0,CAD,1,401966094.894172,304.0,1339.0
57,/organization/admeta,ADMETA,|Real Time|Optimization|Internet|Advertising|,Internet,SWE,,Gothenburg,Göteborg,/organization/wideorbit,WideOrbit,|Advertising Platforms|Internet Radio Market|Advertising|Television|Enterprise Software|Software|,Advertising Platforms,USA,CA,SF Bay Area,San Francisco,2014-07-23,7,3,2014,,USD,23,,2395.0,4586.0
58,/organization/admob,AdMob,|Mobile|Advertising|,Advertising,USA,CA,SF Bay Area,Mountain View,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2009-11-09,11,4,2009,750000000.0,USD,9,750000000.0,284.0,1074.0
59,/organization/admobius,AdMobius,|Advertising|,Advertising,USA,CA,SF Bay Area,San Mateo,/organization/lotame,Lotame,|Optimization|Interest Graph|Monetization|Content|Weddings|Ad Targeting|Sales and Marketing|Publishing|Social Media|Advertising|,Optimization,USA,MD,Baltimore,Columbia,2014-03-18,3,1,2014,,USD,18,,534.0,991.0
60,/organization/adnexus,Adnexus,|Biotechnology|,Biotechnology,USA,MA,Boston,Waltham,/organization/bristol-myers-squibb,Bristol-Myers Squibb,|Health and Wellness|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,NY,New York City,New York,2010-08-10,8,3,2010,415000000.0,USD,10,415000000.0,1099.0,3143.0
61,/organization/adometry,Adometry By Google,|Displays|Analytics|Software|Advertising|,Displays,USA,TX,Austin,Austin,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2014-05-06,5,2,2014,,USD,6,,494.0,3412.0
62,/organization/adomo,Adomo,|Messaging|,Messaging,USA,CA,SF Bay Area,Cupertino,/organization/avaya,Avaya,|Wireless|Unifed Communications|Software|,Software,USA,NJ,Newark,Basking Ridge,2009-07-24,7,3,2009,,USD,24,,757.0,3645.0
63,/organization/ador,ADOR,|Social Media|Social Commerce|News|,Social Commerce,USA,WA,Seattle,Seattle,/organization/lightinthebox-com,LightInTheBox.com,|Consumers|E-Commerce|,Consumers,CHN,,Beijing,Beijing,2014-01-06,1,1,2014,,USD,6,,67.0,1800.0
64,/organization/adotube,AdoTube,|Monetization|Video|Advertising|,Video,USA,NY,New York City,New York,/organization/exponential,Exponential,|Big Data Analytics|Advertising Networks|Online Video Advertising|Mobile Advertising|Advertising|,Mobile Advertising,USA,CA,SF Bay Area,Emeryville,2011-09-13,9,3,2011,,USD,13,,1260.0,1660.0
65,/organization/adready,AdReady,|Displays|Graphics|Advertising|,Advertising,USA,WA,Seattle,Seattle,/organization/cpxi,CPXi,|Internet Marketing|Advertising|Curated Web|,Advertising,USA,NY,New York City,New York,2013-10-01,10,4,2013,,USD,1,,469.0,2830.0
66,/organization/adsage,adSage,|Services|Software|Advertising|,Software,USA,WA,Seattle,Bellevue,/organization/bestv,BesTV,|Entertainment|Technology|Broadcasting|Media|,Technology,CHN,,Shanghai,Shanghai,2014-08-19,8,3,2014,100000000.0,USD,19,100000000.0,1083.0,2787.0
67,/organization/adtuition,Adtuitive,|Advertising|,Advertising,USA,NY,New York City,New York,/organization/etsy,Etsy,|Peer-to-Peer|E-Commerce|,Peer-to-Peer,USA,NY,New York City,Brooklyn,2009-12-18,12,4,2009,,USD,18,,320.0,535.0
68,/organization/aductions,Aductions,|Advertising|,Advertising,USA,CA,SF Bay Area,San Jose,/organization/zyraz-technology,Zyraz Technology,|Biotechnology|,Biotechnology,MYS,,MYS - Other,Damansara New Village,2008-06-18,6,2,2008,3500000.0,USD,18,3500000.0,349.0,460.0
69,/organization/adura-technologies,Adura Technologies,|Lighting|Clean Energy|Clean Technology|,Clean Energy,USA,CA,SF Bay Area,San Francisco,/organization/acuity-brands,Acuity Brands,|Electronics|,Electronics,USA,GA,Atlanta,Atlanta,2013-01-07,1,1,2013,,USD,7,,256.0,1833.0
70,/organization/advanced-biohealing,Advanced BioHealing,|Biotechnology|,Biotechnology,USA,CT,Hartford,Westport,/organization/shire,Shire,|Medical Devices|Pharmaceuticals|Biotechnology|,Medical Devices,IRL,,Dublin,Dublin,2011-05-17,5,2,2011,,USD,17,,1540.0,3058.0
71,/organization/advanced-in-vitro-cell-technologies,Advanced In Vitro Cell Technologies,|Health Care|,Health Care,ESP,,Barcelona,Barcelona,/organization/indukern,Indukern,|Medical|,Medical,ESP,,Barcelona,Barcelona,2008-07-11,7,3,2008,3340000.0,USD,11,3340000.0,225.0,2748.0
72,/organization/advasense,Advasense,|Semiconductors|,Semiconductors,ISR,,Tel Aviv,Ra'anana,/organization/pixim,Pixim,|Video|Hardware + Software|,Video,USA,CA,SF Bay Area,Mountain View,2011-06-15,6,2,2011,,USD,15,,1555.0,2722.0
73,/organization/adxpose,AdXpose,|Analytics|SaaS|Advertising|,SaaS,USA,WA,Seattle,Seattle,/organization/comscore,comScore,|Business Services|Curated Web|,Business Services,USA,VA,"Washington, D.C.",Reston,2011-08-03,8,3,2011,22000000.0,USD,3,22000000.0,121.0,2405.0
74,/organization/aegis-lightwave,Aegis Lightwave,,,USA,MA,Boston,Woburn,/organization/photop-technologies,Photop Technologies,|Hardware + Software|,Hardware + Software,CHN,,Fuzhou Shi,Fuzhou Shi,2013-01-07,1,1,2013,,USD,7,,2504.0,4481.0
75,/organization/aeluros,Aeluros,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Mountain View,/organization/broadcom,Broadcom,|Semiconductors|Mobile|,Semiconductors,USA,CA,Anaheim,Irvine,2012-02-17,2,1,2012,3700000000.0,USD,17,3700000000.0,2057.0,3913.0
76,/organization/aepona,Aepona,|Web Hosting|,Web Hosting,GBR,,Belfast,Belfast,/organization/intel,Intel,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Santa Clara,2013-04-28,4,2,2013,80000000.0,GBP,28,129837433.28630143,1033.0,5231.0
77,/organization/aeroscout,AeroScout,|Wireless|RFID|Mobile|,Wireless,USA,CA,SF Bay Area,Redwood City,/organization/stanley-black-decker,Stanley Black & Decker,,,USA,CT,Hartford,New Britain,2012-06-05,6,2,2012,238800000.0,USD,5,238800000.0,579.0,4904.0
78,/organization/affinity-com,Affinity,|Advertising|,Advertising,IND,,Mumbai,Mumbai,/organization/hostway,Hostway,|Web Hosting|,Web Hosting,USA,IL,Chicago,Chicago,2007-04-04,4,2,2007,,USD,4,,1919.0,458.0
79,/organization/affinium-pharmaceuticals,Affinium Pharmaceuticals,|Health Care|Pharmaceuticals|Biotechnology|,Health Care,USA,TX,Austin,Austin,/organization/debiopharm,Debiopharm Group,|Medical|Pharmaceuticals|Bio-Pharm|,Medical,CHE,,Lausanne,Lausanne,2014-02-11,2,1,2014,,USD,11,,153.0,5155.0
80,/organization/ageia-technologies,AGEIA Technologies,|Games|,Games,USA,CA,SF Bay Area,Santa Clara,/organization/nvidia,Nvidia,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Santa Clara,2008-02-01,2,1,2008,,USD,1,,851.0,2222.0
81,/organization/agencyport,Agencyport Software,|Software|,Software,USA,MA,Boston,Boston,/organization/sword,Sword,|Software|,Software,USA,NY,New York City,New York,2009-11-19,11,4,2009,,USD,19,,-743.0,3610.0
82,/organization/aggregateknowledge,Aggregate Knowledge,|Advertising|,Advertising,USA,CA,SF Bay Area,San Mateo,/organization/neustar,Neustar,|Telecommunications|Analytics|Information Technology|,Analytics,USA,VA,"Washington, D.C.",Sterling,2013-10-31,10,4,2013,119000000.0,USD,31,119000000.0,213.0,2801.0
83,/organization/agistics,Agistics,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Pleasanton,/organization/visage-mobile,Visage Mobile,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Larkspur,2007-10-23,10,4,2007,,USD,23,,712.0,1025.0
84,/organization/agraquest,AgraQuest,|Biotechnology|,Biotechnology,USA,CA,Sacramento,Davis,/organization/bayer-ag-germany,Bayer AG,|Pharmaceuticals|Biotechnology|,Pharmaceuticals,DEU,,Leverkusen,Leverkusen,2012-07-01,7,3,2012,425000000.0,USD,1,425000000.0,468.0,6391.0
85,/organization/ahura-scientific,Ahura Scientific,|Biotechnology|,Biotechnology,USA,ME,ME - Other,Limington,/organization/thermo-fisher-scientific,Thermo Fisher Scientific,|Technology|Bioinformatics|Biotechnology|,Bioinformatics,USA,MA,Boston,Waltham,2010-01-19,1,1,2010,145000000.0,USD,19,145000000.0,1047.0,2940.0
86,/organization/aicent,Aicent,|Mobile|,Mobile,USA,CA,SF Bay Area,San Jose,/organization/syniverse-technologies,Syniverse,|Mobile|Public Relations|,Mobile,USA,FL,Tampa,Tampa,2014-05-13,5,2,2014,290000000.0,USD,13,290000000.0,2078.0,5246.0
87,/organization/aicent,Aicent,|Mobile|,Mobile,USA,CA,SF Bay Area,San Jose,/organization/ta-associates,TA Associates,,,USA,MA,Boston,Boston,2011-09-29,9,3,2011,,USD,29,,1121.0,4289.0
88,/organization/air2web,Air2Web,|Mobile|,Mobile,USA,GA,Atlanta,Atlanta,/organization/velti,Velti,|App Marketing|Mobile|,App Marketing,USA,CA,SF Bay Area,San Francisco,2011-09-22,9,3,2011,19000000.0,USD,22,19000000.0,1822.0,4647.0
89,/organization/airclic,AirClic,|Software|Supply Chain Management|Cloud Computing|Transportation|Mobile|,Transportation,USA,PA,Philadelphia,Feasterville Trevose,/organization/descartes-systems-group,Descartes Systems Group,|Software|,Software,CAN,ON,Toronto,Waterloo,2014-11-21,11,4,2014,29700000.0,USD,21,29700000.0,2831.0,5803.0
90,/organization/aires-pharmaceuticals,Aires Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/organization/mast-therapeutics,Mast Therapeutics,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,2014-02-10,2,1,2014,5200000.0,USD,10,5200000.0,1187.0,2628.0
91,/organization/airpatrol-corporation,AirPatrol Corporation,|Wireless|Mobile Security|Location Based Services|Mobility|Mobile|,Wireless,USA,MD,Baltimore,Columbia,/organization/sysorex,Sysorex,|Technology|Consulting|,Technology,USA,CA,SF Bay Area,Santa Clara,2014-04-21,4,2,2014,30000000.0,USD,21,30000000.000000004,1097.0,3032.0
92,/organization/airwatch,AirWatch,|Mobile Devices|Mobile|,Mobile,USA,GA,Atlanta,Atlanta,/organization/vmware,VMware,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,2014-01-22,1,1,2014,1540000000.0,USD,22,1540000000.0,251.0,4039.0
93,/organization/airwide-solutions,Airwide Solutions,|Software|,Software,USA,MA,Boston,Burlington,/organization/mavenir-systems,Mavenir Systems,|Communications Hardware|Technology|Mobile Video|Enterprise Software|,Communications Hardware,USA,TX,Dallas,Richardson,2011-05-30,5,2,2011,,USD,30,,767.0,2706.0
94,/organization/aislebuyer,AisleBuyer,|Startups|Retail|Apps|iPhone|Mobile Commerce|Mobile|,iPhone,USA,MA,Boston,Boston,/organization/intuit,Intuit,|Computers|Software|,Computers,USA,CA,SF Bay Area,Mountain View,2012-04-01,4,2,2012,,USD,1,,293.0,1186.0
